"id","movie_title","year"
"5853","Pet Sematary","1989"
"5854","The Blair Witch Project","1999"
"5855","Fast & Furious","2009"
"5856","Antichrist","2009"
"5857","Rambo: First Blood Part II","1985"
"5858","Funny Games","2007"
"5859","See How They Run","2022"
"5860","Sonic the Hedgehog","2020"
"5861","Varsity Blues","1999"
"5862","Don Jon","2013"
"5863","War of the Worlds","2005"
"5864","The Girl on the Train","2016"
"5865","Pokémon: Detective Pikachu","2019"
"5866","The Program","1993"
"5867","The Last House on the Left","2009"
"5868","Zoolander","2001"
"5869","Ad Astra","2019"
"5870","Under the Silver Lake","2018"
"5871","Boston Strangler","2023"
"5872","Crimson Peak","2015"
"5873","Sex Drive","2008"
"5874","Night at the Museum","2006"
"5875","The Hunger Games: Mockingjay - Part 2","2015"
"5876","Double Jeopardy","1999"
"5877","Silent Hill","2006"
"5878","Fantastic Beasts: The Crimes of Grindelwald","2018"
"5879","Marie Antoinette","2006"
"5880","Road Trip","2000"
"5881","Mandy","2018"
"5882","Mr. & Mrs. Smith","2005"
"5883","The Sisterhood of the Traveling Pants","2005"
"5884","X-Men Origins: Wolverine","2009"
"5885","Homefront","2013"
"5886","The Man in the Iron Mask","1998"
"5887","Ocean's Twelve","2004"
"5888","The Lost World: Jurassic Park","1997"
"5889","Three Amigos!","1986"
"5890","Friends with Benefits","2011"
"5891","The Perfect Storm","2000"
"5892","The Hangover Part II","2011"
"5893","Blended","2014"
"5894","Blood & Gold","2023"
"5895","Oculus","2013"
"5896","Halloween II","1981"
"5897","Step Up","2006"
"5898","Can't Hardly Wait","1998"
"5899","Triple Frontier","2019"
"5900","Wet Hot American Summer","2001"
"5901","The Rocketeer","1991"
"5902","Insidious: Chapter 2","2013"
"5903","The Final Girls","2015"
"5904","Mona Lisa Smile","2003"
"5905","The Clovehitch Killer","2018"
"5906","The Secret Life of Pets","2016"
"5907","The Choice","2016"
"5908","The Night House","2020"
"5909","The Quick and the Dead","1995"
"5910","Confess, Fletch","2022"
"5911","Titane","2021"
"5912","Possessor","2020"
"5913","Awake","2007"
"5914","Cry-Baby","1990"
"5915","Flash Gordon","1980"
"5916","Gone in 60 Seconds","2000"
"5917","It's Complicated","2009"
"5918","Sister Act","1992"
"5919","Kick-Ass 2","2013"
"5920","Arachnophobia","1990"
"5921","Zack and Miri Make a Porno","2008"
"5922","Minions: The Rise of Gru","2022"
"5923","Slither","2006"
"5924","Dog","2022"
"5925","Bad Boys for Life","2020"
"5926","Terrified","2017"
"5927","The Mechanic","2011"
"5928","The Chronicles of Narnia: Prince Caspian","2008"
"5929","Terminator Salvation","2009"
"5930","12 Strong","2018"
"5931","Space Jam","1996"
"5932","Last Action Hero","1993"
"5933","Just One of the Guys","1985"
"5934","Olympus Has Fallen","2013"
"5935","Home","2015"
"5936","The Mighty Ducks","1992"
"5937","Entourage","2015"
"5938","Under Siege","1992"
"5939","Cliffhanger","1993"
"5940","Eurovision Song Contest: The Story of Fire Saga","2020"
"5941","The Spiderwick Chronicles","2008"
"5942","Never Back Down","2008"
"5943","Swordfish","2001"
"5944","A Rainy Day in New York","2019"
"5945","My Policeman","2022"
"5946","Ammonite","2020"
"5947","The Interview","2014"
"5948","Elvira: Mistress of the Dark","1988"
"5949","Dutch","1991"
"5950","The Secret of My Success","1987"
"5951","Secret Window","2004"
"5952","The Greatest Story Ever Told","1965"
"5953","Host","2020"
"5954","Nightbreed","1990"
"5955","Tag","2018"
"5956","Air Force One","1997"
"5957","His House","2020"
"5958","Father Stu","2022"
"5959","Tomorrow Never Dies","1997"
"5960","FernGully: The Last Rainforest","1992"
"5961","Armageddon Time","2022"
"5962","The Howling","1981"
"5963","The Skeleton Key","2005"
"5964","Stealing Beauty","1996"
"5965","Nerve","2016"
"5966","The Endless","2017"
"5967","The Crazies","2010"
"5968","Hounds of Love","2016"
"5969","Peppermint","2018"
"5970","Morning Glory","2010"
"5971","Get Smart","2008"
"5972","Wonderland","2003"
"5973","Society","1989"
"5974","Cruising","1980"
"5975","Out of Time","2003"
"5976","Naked Gun 33 1/3: The Final Insult","1994"
"5977","Hoodwinked!","2005"
"5978","Where the Buffalo Roam","1980"
"5979","Set It Up","2018"
"5980","Beverly Hills Cop II","1987"
"5981","Dangerous Minds","1995"
"5982","Better Watch Out","2016"
"5983","Loving Adults","2022"
"5984","Octopussy","1983"
"5985","Ice Age: Continental Drift","2012"
"5986","The Medium","2021"
"5987","City of Lies","2018"
"5988","Sleeping with Other People","2015"
"5989","National Treasure: Book of Secrets","2007"
"5990","Fanboys","2009"
"5991","Where'd You Go, Bernadette","2019"
"5992","Gladiator","1992"
"5993","So I Married an Axe Murderer","1993"
"5994","The International","2009"
"5995","Antz","1998"
"5996","Don't Be a Menace to South Central While Drinking Your Juice in the Hood","1996"
"5997","Black Bear","2020"
"5998","Safe","2012"
"5999","A Walk Among the Tombstones","2014"
"6000","Mowgli: Legend of the Jungle","2018"
"6001","The Missing","2003"
"6002","The Santa Clause","1994"
"6003","Underworld: Rise of the Lycans","2009"
"6004","Last Christmas","2019"
"6005","Swallow","2019"
"6006","Higher Learning","1995"
"6007","Pulse","2001"
"6008","Oxygen","2021"
"6009","A Perfect Getaway","2009"
"6010","White Boy Rick","2018"
"6011","Due Date","2010"
"6012","I Want You Back","2022"
"6013","Life as We Know It","2010"
"6014","Fire and Ice","1983"
"6015","Oscar","1991"
"6016","Diamonds Are Forever","1971"
"6017","Flatliners","1990"
"6018","Brewster's Millions","1985"
"6019","A Little Chaos","2014"
"6020","Ocean's Eleven","1960"
"6021","Roman J. Israel, Esq.","2017"
"6022","The Secret: Dare to Dream","2020"
"6023","The Forbidden Kingdom","2008"
"6024","U.S. Marshals","1998"
"6025","Pontypool","2008"
"6026","Last Holiday","2006"
"6027","The River Wild","1994"
"6028","Mousehunt","1997"
"6029","J. Edgar","2011"
"6030","Hostage","2005"
"6031","2 Days in the Valley","1996"
"6032","The Current War","2017"
"6033","I Still Believe","2020"
"6034","Letters to Juliet","2010"
"6035","BASEketball","1998"
"6036","Executive Decision","1996"
"6037","Bridget Jones's Baby","2016"
"6038","Being the Ricardos","2021"
"6039","Self/less","2015"
"6040","Zola","2020"
"6041","The Duke of Burgundy","2014"
"6042","Casanova","2005"
"6043","Night Shift","1982"
"6044","Internal Affairs","1990"
"6045","The Runaways","2010"
"6046","The Double","2013"
"6047","Byzantium","2012"
"6048","Space Cowboys","2000"
"6049","Against the Ice","2022"
"6050","Dumplin'","2018"
"6051","Young Guns II","1990"
"6052","Cellular","2004"
"6053","Ophelia","2018"
"6054","Bad Taste","1987"
"6055","Four Good Days","2020"
"6056","Class of 1984","1982"
"6057","Inferno","1980"
"6058","Running Scared","1986"
"6059","Money Monster","2016"
"6060","Music and Lyrics","2007"
"6061","Last Night","2010"
"6062","Only You","1994"
"6063","Lust Stories 2","2023"
"6064","In Her Shoes","2005"
"6065","Foxy Brown","1974"
"6066","Purple Rain","1984"
"6067","The Party","2017"
"6068","Bandits","2001"
"6069","Space Sweepers","2021"
"6070","Malice","1993"
"6071","Da 5 Bloods","2020"
"6072","Batman: The Movie","1966"
"6073","Barefoot","2014"
"6074","The Second Best Exotic Marigold Hotel","2015"
"6075","Dead End","2003"
"6076","Bean","1997"
"6077","Curious George","2006"
"6078","House Party","1990"
"6079","Bowfinger","1999"
"6080","Magic in the Moonlight","2014"
"6081","The Big Easy","1986"
"6082","Think Like a Man","2012"
"6083","Harold & Kumar Escape from Guantanamo Bay","2008"
"6084","Hollywoodland","2006"
"6085","Dead & Buried","1981"
"6086","3096 Tage","2013"
"6087","Heist","2001"
"6088","Dracula","1979"
"6089","Memoria","2021"
"6090","The Missouri Breaks","1976"
"6091","Brain Damage","1988"
"6092","Time Lapse","2014"
"6093","The Cotton Club","1984"
"6094","Nell","1994"
"6095","Jagged Edge","1985"
"6096","The Raven","1963"
"6097","Ramona and Beezus","2010"
"6098","The Grandmaster","2013"
"6099","War","2019"
"6100","Imperium","2016"
"6101","One Fine Day","1996"
"6102","Take This Waltz","2011"
"6103","Horror Express","1972"
"6104","Total Eclipse","1995"
"6105","The Ballad of Jack and Rose","2005"
"6106","When a Man Loves a Woman","1994"
"6107","Blindness","2008"
"6108","Bad Trip","2021"
"6109","It Came from Outer Space","1953"
"6110","Hereafter","2010"
"6111","The Informant!","2009"
"6112","Satan's Slaves","2017"
"6113","PCU","1994"
"6114","An American Tail: Fievel Goes West","1991"
"6115","The Love Bug","1968"
"6116","Johnny Dangerously","1984"
"6117","Blood Ties","2013"
"6118","Beirut","2018"
"6119","Riding in Cars with Boys","2001"
"6120","The Dream Team","1989"
"6121","The Notorious Bettie Page","2005"
"6122","Genius","2016"
"6123","The Art of Getting By","2011"
"6124","Jackass Presents: Bad Grandpa","2013"
"6125","[Rec]²","2009"
"6126","Chances Are","1989"
"6127","A Bay of Blood","1971"
"6128","Flyboys","2006"
"6129","Moscow on the Hudson","1984"
"6130","Geronimo: An American Legend","1993"
"6131","I Heart Huckabees","2004"
"6132","Suicide Club","2001"
"6133","The Program","2015"
"6134","Robin and Marian","1976"
"6135","Premium Rush","2012"
"6136","Shattered","1991"
"6137","Meek's Cutoff","2010"
"6138","The Four Feathers","2002"
"6139","Changing Lanes","2002"
"6140","Late Night","2019"
"6141","Head in the Clouds","2004"
"6142","Margaret","2011"
"6143","The Freshman","1990"
"6144","In Good Company","2004"
"6145","The Bookshop","2017"
"6146","Facing the Giants","2006"
"6147","The Birth of a Nation","2016"
"6148","Upstream Color","2013"
"6149","Ladder 49","2004"
"6150","Sightseers","2012"
"6151","The Inglorious Bastards","1978"
"6152","Falling in Love","1984"
"6153","A Family Man","2016"
"6154","Home for the Holidays","1995"
"6155","Paulie","1998"
"6156","Kika","1993"
"6157","The Hero","2017"
"6158","Breaking and Entering","2006"
"6159","Escobar: Paradise Lost","2014"
"6160","Boys on the Side","1995"
"6161","Hero","1992"
"6162","Malang","2020"
"6163","Spartan","2004"
"6164","Feast of Love","2007"
"6165","Subway","1985"
"6166","District 13: Ultimatum","2009"
"6167","Timer","2009"
"6168","Bijitâ Q","2001"
"6169","Mood Indigo","2013"
"6170","The Pillow Book","1995"
"6171","Run Fatboy Run","2007"
"6172","Paper Man","2009"
"6173","Brad's Status","2017"
"6174","Taxi 2","2000"
"6175","The Fourth Protocol","1987"
"6176","Brown Sugar","2002"
"6177","Recess: School's Out","2001"
"6178","Thumbsucker","2005"
"6179","Forget Paris","1995"
"6180","Dobermann","1997"
"6181","My Fellow Americans","1996"
"6182","The Ledge","2011"
"6183","Enter Nowhere","2011"
"6184","White Hunter Black Heart","1990"
"6185","Time of the Wolf","2003"
"6186","The Last Circus","2010"
"6187","Stretch","2014"
"6188","Bulbbul","2020"
"6189","Big Miracle","2012"
"6190","Dhoom 2","2006"
"6191","Instinct","1999"
"6192","Hollywood Ending","2002"
"6193","Chalte Chalte","2003"
"6194","A Royal Night Out","2015"
"6195","Emperor","2012"
"6196","The Villain","2014"
"6197","Stuck","2007"
"6198","Jingle Jangle: A Christmas Journey","2020"
"6199","The Paradine Case","1947"
"6200","Jakob the Liar","1999"
"6201","Atrangi Re","2021"
"6202","Anek","2022"
"6203","Dragon Hunters","2008"
"6204","The Good Thief","2002"
"6205","Love Is All You Need","2012"
"6206","December Boys","2007"
"6207","10 Items or Less","2006"
"6208","Justice League vs the Fatal Five","2019"
"6209","Battle for Terra","2007"
"6210","Spanish Affair","2014"
"6211","September","1987"
"6212","Kaala","2018"
"6213","Terri","2011"
"6214","Blackthorn","2011"
"6215","The Powerpuff Girls Movie","2002"
"6216","The Deep End","2001"
"6217","The Unknown Girl","2016"
"6218","Rabbit Without Ears","2007"
"6219","Triage","2009"
"6220","Scenic Route","2013"
"6221","Conquest 1453","2012"
"6222","Dear Wendy","2005"
"6223","Mission Mangal","2019"
"6224","Kolpaçino","2009"
"6225","Etharkkum Thunindhavan","2022"
"6226","Incir Reçeli","2011"
"6227","Viswasam","2019"
"6228","Mangal Pandey","2005"
"6229","Vizontele Tuuba","2003"
"6230","No One Will Save You","2023"
"6231","No Hard Feelings","2023"
"6232","The Expendables","2010"
"6233","Fall","2022"
"6234","M3GAN","2022"
"6235","Friday the 13th","1980"
"6236","Renfield","2023"
"6237","Just Go with It","2011"
"6238","Monsters","2010"
"6239","Crash","1996"
"6240","The Craft","1996"
"6241","Nefarious","2023"
"6242","Star Wars: The Rise Of Skywalker","2019"
"6243","Pleasure","2021"
"6244","She's Out of My League","2010"
"6245","Alien: Covenant","2017"
"6246","Legally Blonde","2001"
"6247","Valerian and the City of a Thousand Planets","2017"
"6248","The Punisher","2004"
"6249","Alice in Wonderland","2010"
"6250","Mars Attacks!","1996"
"6251","Luther: The Fallen Sun","2023"
"6252","Godzilla","2014"
"6253","The Princess Diaries","2001"
"6254","Hell House LLC","2015"
"6255","The Hills Have Eyes","2006"
"6256","Lucy","2014"
"6257","Alien³","1992"
"6258","American Pie 2","2001"
"6259","Trolls","2016"
"6260","The Longest Yard","2005"
"6261","Big Daddy","1999"
"6262","Angel Has Fallen","2019"
"6263","The Giver","2014"
"6264","The People Under the Stairs","1991"
"6265","The Cell","2000"
"6266","She's the Man","2006"
"6267","Tomorrowland","2015"
"6268","How to Lose a Guy in 10 Days","2003"
"6269","Honey, I Shrunk the Kids","1989"
"6270","Greenland","2020"
"6271","Escape Room","2019"
"6272","Pitch Perfect 2","2015"
"6273","The World Is Not Enough","1999"
"6274","Luckiest Girl Alive","2022"
"6275","Robots","2005"
"6276","The Son","2022"
"6277","The Dictator","2012"
"6278","Click","2006"
"6279","The Good Son","1993"
"6280","St. Elmo's Fire","1985"
"6281","Need for Speed","2014"
"6282","Archive","2020"
"6283","Bandit","2022"
"6284","Luck","2022"
"6285","Fractured","2019"
"6286","What Women Want","2000"
"6287","Army of Thieves","2021"
"6288","The Money Pit","1986"
"6289","Along Came a Spider","2001"
"6290","Minions","2015"
"6291","I Care a Lot","2020"
"6292","A Cure for Wellness","2016"
"6293","The Mummy Returns","2001"
"6294","National Lampoon's Van Wilder","2002"
"6295","Hidden","2015"
"6296","Hancock","2008"
"6297","Fright Night","2011"
"6298","The Three Musketeers","1993"
"6299","Hot Summer Nights","2017"
"6300","Snitch","2013"
"6301","Now You See Me 2","2016"
"6302","Valley Girl","1983"
"6303","Twilight Zone: The Movie","1983"
"6304","Predators","2010"
"6305","The Lorax","2012"
"6306","The First Wives Club","1996"
"6307","No Sudden Move","2021"
"6308","The Grinch","2018"
"6309","The Sadness","2021"
"6310","Bros","2022"
"6311","Kill List","2011"
"6312","He's Just Not That Into You","2009"
"6313","Burlesque","2010"
"6314","Solace","2015"
"6315","Asoka","2001"
"6316","Hot Tub Time Machine","2010"
"6317","17 Again","2009"
"6318","New Nightmare","1994"
"6319","Accepted","2006"
"6320","Colombiana","2011"
"6321","Be Kind Rewind","2008"
"6322","Rat Race","2001"
"6323","Revenge","2017"
"6324","Riddick","2013"
"6325","Europa Report","2013"
"6326","The Woman in Black","2012"
"6327","Gonjiam: Haunted Asylum","2018"
"6328","Pain & Gain","2013"
"6329","Silver Bullet","1985"
"6330","Spanglish","2004"
"6331","Savages","2012"
"6332","Little Giants","1994"
"6333","The Sum of All Fears","2002"
"6334","Incident in a Ghostland","2018"
"6335","Lord of the Flies","1990"
"6336","The Number 23","2007"
"6337","Salt","2010"
"6338","The Hot Spot","1990"
"6339","Shortbus","2006"
"6340","Killer Elite","2011"
"6341","Weekend at Bernie's","1989"
"6342","Turbo","2013"
"6343","Act of Valor","2012"
"6344","Deadstream","2022"
"6345","The DUFF","2015"
"6346","Death Race","2008"
"6347","Dinosaur","2000"
"6348","The Goldfinch","2019"
"6349","The Prophecy","1995"
"6350","Chained","2012"
"6351","High Crimes","2002"
"6352","Leap Year","2010"
"6353","Daybreakers","2009"
"6354","The Assistant","2019"
"6355","The Ugly Truth","2009"
"6356","The Siege","1998"
"6357","Monsters vs. Aliens","2009"
"6358","The Taking of Pelham 123","2009"
"6359","The Lone Ranger","2013"
"6360","The Game Plan","2007"
"6361","Kickboxer","1989"
"6362","Behind Enemy Lines","2001"
"6363","The Vault","2021"
"6364","Star Trek: The Motion Picture","1979"
"6365","A Bigger Splash","2015"
"6366","The Space Between Us","2017"
"6367","A Walk in the Woods","2015"
"6368","Child 44","2015"
"6369","Explorers","1985"
"6370","The Great Gatsby","1974"
"6371","The Kentucky Fried Movie","1977"
"6372","Here Comes the Boom","2012"
"6373","London","2005"
"6374","Single White Female","1992"
"6375","Ace Ventura: When Nature Calls","1995"
"6376","Let's Be Cops","2014"
"6377","The Company You Keep","2012"
"6378","Peggy Sue Got Married","1986"
"6379","The Lucky One","2012"
"6380","Mr. Bean's Holiday","2007"
"6381","The Frozen Ground","2013"
"6382","The Eiger Sanction","1975"
"6383","Before I Fall","2017"
"6384","A Dangerous Method","2011"
"6385","The Purge: Anarchy","2014"
"6386","Basic","2003"
"6387","Happy Feet","2006"
"6388","Tango & Cash","1989"
"6389","Forsaken","2015"
"6390","Gremlins 2: The New Batch","1990"
"6391","Faster","2010"
"6392","DragonHeart","1996"
"6393","The General's Daughter","1999"
"6394","Session 9","2001"
"6395","Repo! The Genetic Opera","2008"
"6396","Rogue Agent","2022"
"6397","Stick It","2006"
"6398","Wendell & Wild","2022"
"6399","Darkman","1990"
"6400","The Jackal","1997"
"6401","About Fate","2022"
"6402","Baby Boy","2001"
"6403","Hardball","2001"
"6404","The Angry Birds Movie 2","2019"
"6405","Star Trek: Insurrection","1998"
"6406","Bad Samaritan","2018"
"6407","Beat the Devil","1953"
"6408","Fat Girl","2001"
"6409","Hellbound: Hellraiser II","1988"
"6410","City of Ember","2008"
"6411","The Messenger: The Story of Joan of Arc","1999"
"6412","Black Sea","2014"
"6413","The Mothman Prophecies","2002"
"6414","The Swan Princess","1994"
"6415","Black Death","2010"
"6416","Horns","2013"
"6417","The Slammin' Salmon","2009"
"6418","Less Than Zero","1987"
"6419","The Starling","2021"
"6420","Tale of Tales","2015"
"6421","It Could Happen to You","1994"
"6422","The Experiment","2010"
"6423","Compliance","2012"
